Crime,Date,Address,Lat,Long,Link
Theft,11/01/12. 08:27 AM.,1700 BLOCK OF STOKES ST SAN JOSE,37.3034295,-121.9185794,https://spotcrime.com/mobile/crime/?34639386-7d05a9adc24116298664d2a0e528c14d
Theft,11/01/12. 07:10 AM.,1700 BLOCK OF MESSINA DR SAN JOSE,37.4065862,-121.8588931,https://spotcrime.com/mobile/crime/?34639385-6605261f4be8eb7a8a0d94c471bb173f
Theft,11/01/12. 06:34 PM.,1600 BLOCK OF VIRGINIA PL SAN JOSE,37.344049,-121.85045,https://spotcrime.com/mobile/crime/?34639381-3809bc2e19238e12b095ff237f3eb085
Theft,11/01/12. 07:12 AM.,1400 BLOCK OF MT LASSEN DR SAN JOSE,37.3540735,-121.8094428,https://spotcrime.com/mobile/crime/?34639375-69c53190ce4c789116ae5c07ee2979dd
Theft,11/01/12. 06:07 PM.,1300 BLOCK OF LUCRETIA AV SAN JOSE,37.327377,-121.854285,https://spotcrime.com/mobile/crime/?34639369-08d2a317b82a192cd63b89bfaae7088e
Theft,11/01/12. 07:28 AM.,1000 BLOCK OF S 8TH ST SAN JOSE,37.3247168,-121.8719814,https://spotcrime.com/mobile/crime/?34639350-5f9e0247fef7c737f0bd65ac2ac1b75e
Theft,11/01/12. 04:15 AM.,1000 BLOCK OF S 3RD ST SAN JOSE,37.32264,-121.876643,https://spotcrime.com/mobile/crime/?34639349-f6435beb3bca70b9e3a8dd625c5e7bee
Theft,11/01/12. 09:53 AM.,100 BLOCK OF OAK ST SAN JOSE,37.3218342,-121.8816475,https://spotcrime.com/mobile/crime/?34639345-48011aed96f1e59f1c6079e2bacdcc44
Theft,11/01/12. 11:25 PM.,00 BLOCK OF N JACKSON AV SAN JOSE,37.3585677,-121.8435451,https://spotcrime.com/mobile/crime/?34639340-075cc4766a1cb9270acec82f60e6f65c
Theft,11/01/12. 08:27 AM.,00 BLOCK OF MUIRFIELD CT SAN JOSE,37.360461,-121.8377274,https://spotcrime.com/mobile/crime/?34639339-51e17149981db5939433bc47e0b258d9
Theft,11/01/12. 10:28 AM.,00 BLOCK OF MUIRFIELD CT SAN JOSE,37.360461,-121.8377274,https://spotcrime.com/mobile/crime/?34639338-d1dc9119e1f88c8f0057e52874064fa6
Theft,11/01/12. 04:51 PM.,700 BLOCK OF STORY RD SAN JOSE,37.3258448,-121.8652822,https://spotcrime.com/mobile/crime/?34639324-4029bdd13f0618da71478590b3dcb405
Theft,11/01/12. 08:39 PM.,700 BLOCK OF STORY RD SAN JOSE,37.3258448,-121.8652822,https://spotcrime.com/mobile/crime/?34639323-769e26610ea60fac525192b85f921548
Theft,11/01/12. 08:35 AM.,4100 BLOCK OF MONTEREY RD SAN JOSE,37.2786322,-121.8357479,https://spotcrime.com/mobile/crime/?34639312-b747ef536724c7d1d14d3db98b6b716b
Theft,11/01/12. 04:04 PM.,2800 BLOCK OF STEVENS C SAN JOSE,37.3232829,-121.9433947,https://spotcrime.com/mobile/crime/?34639301-288375b23a83dbe35648a5c37c05fa89
Theft,11/01/12. 09:18 AM.,1600 BLOCK OF ADRIAN WY SAN JOSE,37.339658,-121.8280368,https://spotcrime.com/mobile/crime/?34639281-9f7078720defd0bfe33464974b6af76a
Theft,11/01/12. 06:52 AM.,100 BLOCK OF RYLAND ST SAN JOSE,37.3417937,-121.8980348,https://spotcrime.com/mobile/crime/?34639274-5f97392c7337ca07e0dee5564193da7a
Theft,11/01/12. 09:48 AM.,100 BLOCK OF COY DR SAN JOSE,37.2554535,-121.8219273,https://spotcrime.com/mobile/crime/?34639273-42d592397ab44f321f51ebcfc4337fb6
Shooting,11/01/12. 07:07 PM.,3000 BLOCK OF MAUNA LOA CT SAN JOSE,37.3978275,-121.8572434,https://spotcrime.com/mobile/crime/?34638960-5cd037a28ea8bbc392230396e283f36d
Assault,11/01/12. 12:37 PM.,00 BLOCK OF N WHITE RD SAN JOSE,37.3658893,-121.8280707,https://spotcrime.com/mobile/crime/?34638930-3860bc12edd2c46f5c2f745d26b96c95
Robbery,11/01/12. 08:02 PM.,4500 BLOCK OF BOLERO DR SAN JOSE,37.2786089,-121.8172531,https://spotcrime.com/mobile/crime/?34638928-ee5d0bba691d021e0c55edd48f896ccc
Robbery,11/01/12. 01:46 PM.,1700 BLOCK OF EDUCATION SAN JOSE,37.3648265,-121.8574302,https://spotcrime.com/mobile/crime/?34638922-f19949b0715816d0398dd77a53c70966
Robbery,11/01/12. 09:53 PM.,1600 BLOCK OF N CAPITOL AV SAN JOSE,37.3968156,-121.871762,https://spotcrime.com/mobile/crime/?34638920-82cedc9e60d8f933993e6c8718375516
Robbery,11/01/12. 01:16 AM.,00 BLOCK OF E SANTA CLA SAN JOSE,37.2968844,-121.9713797,https://spotcrime.com/mobile/crime/?34638917-1f1ea1b977390d33b0cd8c285fbe2154
Arrest,11/01/12. 02:12 PM.,600 BLOCK OF GAUNDABERT LN SAN JOSE,37.2579553,-121.852188,https://spotcrime.com/mobile/crime/?34638910-912d6cf0ea8828c630f1702ce5136d8b
Arrest,11/01/12. 04:41 PM.,3600 BLOCK OF GROESBECK SAN JOSE,37.33784,-121.7801167,https://spotcrime.com/mobile/crime/?34638875-4f89570eda621b8ddb098d6eb8ff0e4f
Arrest,11/01/12. 11:42 AM.,200 BLOCK OF PALA AV SAN JOSE,37.3674696,-121.8384095,https://spotcrime.com/mobile/crime/?34638870-5c72d99b4541697de8ff4f83c9efd812
Arrest,11/01/12. 08:25 AM.,1700 BLOCK OF OCALA AV SAN JOSE,37.3310483,-121.8344663,https://spotcrime.com/mobile/crime/?34638866-48297a4d30deb1c3283d0dd569e21877
Arrest,11/01/12. 03:01 PM.,00 BLOCK OF N WHITE RD SAN JOSE,37.3658893,-121.8280707,https://spotcrime.com/mobile/crime/?34638857-8f3ac0480b174f172de254eee5372934
Arrest,11/01/12. 10:17 PM.,ST JAMES PARK SAN JOSE,37.339085,-121.8914807,https://spotcrime.com/mobile/crime/?34638855-d453dbe4c1515e3027bcd0610f573179
Assault,11/01/12. 08:30 AM.,5000 BLOCK OF MITTY WY SAN JOSE,37.3145,-121.993726,https://spotcrime.com/mobile/crime/?34638825-d420e994bd981d0fe141f0bfb36ed70e
Assault,11/01/12. 10:48 PM.,1400 BLOCK OF FORD AV SAN JOSE,37.315779,-121.8748423,https://spotcrime.com/mobile/crime/?34638822-5b892d2846cfab3ba6634a90150d08f9
Theft,11/01/12. 08:52 PM.,1800 BLOCK OF MATRIX BL SAN JOSE,37.3705704,-121.9146555,https://spotcrime.com/mobile/crime/?34638776-fc2237e541491e1d791027fbb27ba42a
Theft,11/01/12. 09:13 PM.,1800 BLOCK OF BERING DR SAN JOSE,37.373828,-121.910971,https://spotcrime.com/mobile/crime/?34638775-5f7443b149eecfb594043abae7a26586
Arrest,11/01/12. 12:19 PM.,ZANKER RD AND BERING DR SAN JOSE,37.3828618,-121.9187125,https://spotcrime.com/mobile/crime/?34638755-9f7a6a73256c035b76a18d94cf1418e5
Arrest,11/01/12. 10:52 PM.,E ST JAMES ST AND MC SAN JOSE,37.3414441,-121.9240077,https://spotcrime.com/mobile/crime/?34638747-604e9e3eb5f624b6b4294e23e03e94b4
Assault,11/01/12. 11:03 PM.,200 BLOCK OF N CAPITOL AV SAN JOSE,37.3668649,-121.8396265,https://spotcrime.com/mobile/crime/?34638725-1519250dbb01b9158101980d61bf90c1
Assault,11/01/12. 05:29 PM.,100 BLOCK OF N SAN TOMA SAN JOSE,37.283354,-121.976305,https://spotcrime.com/mobile/crime/?34638720-5692be047c2f1dd8f02e7dc934352ba6
Assault,11/01/12. 06:39 PM.,300 BLOCK OF BROWN ST SAN JOSE,37.3214953,-121.8918804,https://spotcrime.com/mobile/crime/?34638031-8df3f2c53a3526c408dc2af5e02e7bb3
Assault,11/01/12. 09:54 AM.,2000 BLOCK OF COTTLE AV SAN JOSE,37.290375,-121.8955257,https://spotcrime.com/mobile/crime/?34638028-17e9f7dc849aac15a9b621922eabd154
Assault,11/01/12. 08:30 PM.,1400 BLOCK OF FORD AV SAN JOSE,37.315779,-121.8748423,https://spotcrime.com/mobile/crime/?34638021-fe96bae3f3b68af2fc486dcc04ebcaf9
Theft,11/01/12. 08:17 AM.,800 BLOCK OF OPAL DR SAN JOSE,37.3131848,-121.9525926,https://spotcrime.com/mobile/crime/?34638008-c3220ce5b5462954c326aa97ee321417
Theft,11/01/12. 01:03 AM.,2700 BLOCK OF KLEIN RD SAN JOSE,37.3361851,-121.7806418,https://spotcrime.com/mobile/crime/?34638001-67a5cd4fcb2037375d629335a853ad67
Theft,11/01/12. 03:31 PM.,2600 BLOCK OF TUERS RD SAN JOSE,37.3060161,-121.8371614,https://spotcrime.com/mobile/crime/?34638000-96c26102e32370c503a7c3aa19022134
Theft,11/01/12. 08:09 AM.,1700 BLOCK OF HESTER AV SAN JOSE,37.3259259,-121.9241139,https://spotcrime.com/mobile/crime/?34637991-1740a259062fb297b70e761b1b0335b4
Theft,11/01/12. 09:31 AM.,1700 BLOCK OF AIRPORT BL SAN JOSE,37.3682142,-121.9265604,https://spotcrime.com/mobile/crime/?34637988-4246ff6aba820fa7b4f698d628bbe945
Burglary,11/01/12. 01:35 AM.,6100 BLOCK OF CHESBRO AV SAN JOSE,37.23751,-121.8456253,https://spotcrime.com/mobile/crime/?34637973-b1ca1da334fd4b771aec62771461998a
Burglary,11/01/12. 02:04 PM.,4500 BLOCK OF ROSS AV SAN JOSE,37.2533924,-121.9096163,https://spotcrime.com/mobile/crime/?34637957-5385ed58041beb8adcf9bf4e828a1361
Burglary,11/01/12. 05:17 AM.,3600 BLOCK OF BRIGADOON WY SAN JOSE,37.3052405,-121.8031403,https://spotcrime.com/mobile/crime/?34637948-6ac50a56e0162ea766887bc5c2d48cd4
Burglary,11/01/12. 05:10 PM.,3100 BLOCK OF CORBY DR SAN JOSE,37.3160415,-121.7853363,https://spotcrime.com/mobile/crime/?34637943-32a738618cd160e66d908ffdd50747f8
Burglary,11/01/12. 01:26 PM.,2600 BLOCK OF WESTBERRY DR SAN JOSE,37.4031165,-121.8625248,https://spotcrime.com/mobile/crime/?34637930-219827f1ede2568fff506d60cb51be3a
Burglary,11/01/12. 12:55 AM.,2400 BLOCK OF SEQUESTER CT SAN JOSE,37.3846517,-121.8610726,https://spotcrime.com/mobile/crime/?34637927-3088ac7c73552be74c323de5d297737a
Burglary,11/01/12. 01:01 PM.,2100 BLOCK OF CHARGER DR SAN JOSE,37.3827332,-121.8688554,https://spotcrime.com/mobile/crime/?34637922-3413f8dfc9d53ed0dbca71a42934b911
Burglary,11/01/12. 06:31 PM.,200 BLOCK OF N JACKSON AV SAN JOSE,37.363144,-121.8478341,https://spotcrime.com/mobile/crime/?34637918-50b70540c25f60a5156c9d306b346e71
Burglary,11/01/12. 10:07 PM.,1800 BLOCK OF STOWE AV SAN JOSE,37.3521688,-121.8522931,https://spotcrime.com/mobile/crime/?34637913-318b40d5031a61de60a7a5e0972417c5
Burglary,11/01/12. 12:02 PM.,1400 BLOCK OF PHANTOM AV SAN JOSE,37.3002904,-121.9198177,https://spotcrime.com/mobile/crime/?34637907-55a83e4a10cf73f829b3ceb438870777
Burglary,11/01/12. 05:15 AM.,1100 BLOCK OF REDMOND AV SAN JOSE,37.2292417,-121.8709965,https://spotcrime.com/mobile/crime/?34637900-724a135168bf630f077a75068cff038b
Assault,11/01/12. 10:15 PM.,OLINDER CT AND FELIP SAN JOSE,37.3346845,-121.8519437,https://spotcrime.com/mobile/crime/?34637893-13055a51bb825a1758c658172178ebdc
Assault,11/01/12. 03:11 PM.,900 BLOCK OF BOYNTON AV SAN JOSE,37.310817,-121.965389,https://spotcrime.com/mobile/crime/?34637885-47604d8ee6a59d66f681929373cec035
Assault,11/01/12. 04:51 PM.,500 BLOCK OF E SANTA CL SAN JOSE,37.3411948,-121.8799817,https://spotcrime.com/mobile/crime/?34637873-5d2f3d7376005838e21e17740941470d
Assault,11/01/12. 01:32 AM.,300 BLOCK OF PASTEUR DR SAN JOSE,37.434079,-122.1790195,https://spotcrime.com/mobile/crime/?34637861-1ce08903be08465a002cf21a18c08085
Assault,11/01/12. 01:56 AM.,200 BLOCK OF N JACKSON AV SAN JOSE,37.363144,-121.8478341,https://spotcrime.com/mobile/crime/?34637853-651bf850785f607e0c24e01516154d55
Assault,11/01/12. 10:39 AM.,1800 BLOCK OF CUNNINGHA SAN JOSE,37.329288,-121.8302934,https://spotcrime.com/mobile/crime/?34637847-336cb16d55a89aabec04b4296d6197b3
Arrest,11/02/12. 07:24 PM.,MONTEREY RD AND EDEN SAN JOSE,37.3063389,-121.8640229,https://spotcrime.com/mobile/crime/?34639621-5ece3116a967ecb6d58801db0e2ddee5
Arrest,11/02/12. 05:43 PM.,ALUM ROCK AV AND N W SAN JOSE,37.3566348,-121.8474781,https://spotcrime.com/mobile/crime/?34639618-58e5c6d57620ce20a3122ec44124acdb
Arrest,11/02/12. 04:34 AM.,5900 BLOCK OF WINFIELD BL SAN JOSE,37.2442978,-121.8689299,https://spotcrime.com/mobile/crime/?34639597-5b2d9a43ba2040b5f64dd0fb87b1e600
Arrest,11/02/12. 04:14 AM.,4100 BLOCK OF MONTEREY RD SAN JOSE,37.2786322,-121.8357479,https://spotcrime.com/mobile/crime/?34639594-e89fe4786df7cb6b35726be05b2ddeac
Vandalism,11/02/12. 09:39 PM.,N SAN PEDRO ST AND W SAN JOSE,37.3503541,-121.904681,https://spotcrime.com/mobile/crime/?34639585-ea153be886416c4e70cf7d37a489acc4
Vandalism,11/02/12. 10:21 AM.,200 BLOCK OF N 24TH ST SAN JOSE,37.3495056,-121.8701898,https://spotcrime.com/mobile/crime/?34639569-8c3bc9b4b528cc54f0a71692d4f38a50
Vandalism,11/02/12. 09:50 AM.,1800 BLOCK OF MONTEREY RD SAN JOSE,37.3099288,-121.8673442,https://spotcrime.com/mobile/crime/?34639568-76f1c0e4c5104abd07db0a4364d054a7
Vandalism,11/02/12. 07:39 PM.,1600 BLOCK OF PALA RANC SAN JOSE,37.36816,-121.871077,https://spotcrime.com/mobile/crime/?34639565-245c92d8668cde3cf30d64fa641adf7f
Vandalism,11/02/12. 11:44 PM.,1200 BLOCK OF MICHIGAN AV SAN JOSE,37.4256294,-121.9737549,https://spotcrime.com/mobile/crime/?34639561-82f89ae9973a5d3347f109e634ee3296
Vandalism,11/02/12. 09:03 PM.,1000 BLOCK OF S 5TH ST SAN JOSE,37.3231621,-121.8751515,https://spotcrime.com/mobile/crime/?34639558-8d0f0fbf36610b7c5dda5cb9cce153bd
Vandalism,11/02/12. 06:23 AM.,1000 BLOCK OF BLOSSOM H SAN JOSE,37.2505136,-121.8692908,https://spotcrime.com/mobile/crime/?34639556-a52d87b50e7cecc3903874c31fdb2ec0
Theft,11/02/12. 08:45 PM.,STEWART AV AND ALUM SAN JOSE,37.3663031,-121.8270628,https://spotcrime.com/mobile/crime/?34639519-f48e92fffe977dda1400699f7d9ad541
Theft,11/02/12. 06:38 PM.,S MARKET ST AND PIER SAN JOSE,37.7817092,-122.3878808,https://spotcrime.com/mobile/crime/?34639517-5da2d10f6a5f732a0d9353c774d145ee
Theft,11/02/12. 01:13 AM.,900 BLOCK OF CHAPEL HIL SAN JOSE,37.3206801,-121.8480708,https://spotcrime.com/mobile/crime/?34639508-b58c32a722fdfc55e4c703d7c289fc77
Theft,11/02/12. 12:40 PM.,700 BLOCK OF N KING RD SAN JOSE,37.3667892,-121.8692716,https://spotcrime.com/mobile/crime/?34639500-2a807ede64f78db17ed4a5396c3bb75b
Theft,11/02/12. 09:06 PM.,5500 BLOCK OF RUSSO DR SAN JOSE,37.2524494,-121.8806163,https://spotcrime.com/mobile/crime/?34639488-ebfe87936a30099ffe6e6069580e3267
Theft,11/02/12. 04:37 PM.,5400 BLOCK OF MONTEREY RD SAN JOSE,37.2571257,-121.8046482,https://spotcrime.com/mobile/crime/?34639485-b817f11cd6df5cd4e58cbf3fda512b57
Theft,11/02/12. 02:53 AM.,500 BLOCK OF JACKIE DR SAN JOSE,37.2930114,-121.8357125,https://spotcrime.com/mobile/crime/?34639472-11d70f00c05e12630a04f074831f8f36
Theft,11/02/12. 07:16 PM.,4400 BLOCK OF MANZANITA DR SAN JOSE,37.3118899,-121.9798131,https://spotcrime.com/mobile/crime/?34639468-16947d6833f2d006c94402b5123cd1b0
Theft,11/02/12. 09:49 PM.,400 BLOCK OF S 7TH ST SAN JOSE,37.3330373,-121.8796011,https://spotcrime.com/mobile/crime/?34639465-c66b055e4be2bf3cade265be5cab4b77
Theft,11/02/12. 09:23 AM.,3100 BLOCK OF MONTEREY RD SAN JOSE,37.2875176,-121.8449858,https://spotcrime.com/mobile/crime/?34639448-d3822f323d6bc82fcb0f5745602c0203
Theft,11/02/12. 06:46 AM.,2900 BLOCK OF ABIGAIL LN SAN JOSE,37.3096885,-121.8177874,https://spotcrime.com/mobile/crime/?34639436-93ad0b0f1b46aaf59aa3a55556fefc31
Theft,11/02/12. 07:34 PM.,2300 BLOCK OF PACHECO DR SAN JOSE,37.3716841,-121.8566339,https://spotcrime.com/mobile/crime/?34639417-687b77daf3b11a90bd5cf4777c692554
Theft,11/02/12. 06:00 AM.,2300 BLOCK OF LUCRETIA AV SAN JOSE,37.3151315,-121.842507,https://spotcrime.com/mobile/crime/?34639416-04423d7b08194bc047b8868d2798ebc2
Theft,11/02/12. 07:21 AM.,2100 BLOCK OF MONDIGO AV SAN JOSE,37.3309901,-121.8250973,https://spotcrime.com/mobile/crime/?34639410-a12753990ca5c804e59b6dd11e9aa68f
Theft,11/02/12. 06:29 PM.,2100 BLOCK OF MANASSAS CT SAN JOSE,37.3457111,-121.8369717,https://spotcrime.com/mobile/crime/?34639409-5ba14f2c82a1bf6be19b99d19f6d1183
Theft,11/02/12. 10:16 AM.,200 BLOCK OF N CAPITOL AV SAN JOSE,37.3668649,-121.8396265,https://spotcrime.com/mobile/crime/?34639401-d2159b476c0586ce3e3cdae0e5774074
Theft,11/02/12. 08:41 AM.,200 BLOCK OF MCDONALD AV SAN JOSE,37.3558723,-121.8600556,https://spotcrime.com/mobile/crime/?34639396-7b1ef14391c0484a1aaa49d39aba095f
Theft,11/02/12. 01:17 PM.,1900 BLOCK OF RIGOLETTO DR SAN JOSE,37.3208746,-121.8187718,https://spotcrime.com/mobile/crime/?34639392-ffadedebfdd5c4127bae738ffcd98c0e
Theft,11/02/12. 06:02 PM.,1800 BLOCK OF PERRONE CL SAN JOSE,37.356976,-121.8530359,https://spotcrime.com/mobile/crime/?34639389-11dd788e5313f2739a28b47543f43350
Theft,11/02/12. 01:46 PM.,1700 BLOCK OF LEDGEWOOD DR SAN JOSE,37.2647729,-121.9121683,https://spotcrime.com/mobile/crime/?34639384-5d3cfed17c93073374b7e53f17be67ca
Theft,11/02/12. 02:14 PM.,1300 BLOCK OF BAL HARBO SAN JOSE,37.3389166,-121.8377108,https://spotcrime.com/mobile/crime/?34639366-61096d0598e1c2080300d8d40a10866b
Theft,11/02/12. 10:27 AM.,1100 BLOCK OF SPIRO DR SAN JOSE,37.3398377,-121.8606437,https://spotcrime.com/mobile/crime/?34639361-3d9b947541ba701115398ef133410b04
Theft,11/02/12. 12:19 PM.,1100 BLOCK OF SPIRO DR SAN JOSE,37.3398377,-121.8606437,https://spotcrime.com/mobile/crime/?34639360-b840a84afdbc5bea934985c254c4c90e
Theft,11/02/12. 06:12 AM.,1100 BLOCK OF CRESTON LN SAN JOSE,37.3295602,-121.8505001,https://spotcrime.com/mobile/crime/?34639355-64d030977e322d4ab6956896163e55bc
Theft,11/02/12. 04:46 AM.,100 BLOCK OF SIERRA MES SAN JOSE,37.3587095,-121.8368645,https://spotcrime.com/mobile/crime/?34639346-79f8ee9d9c36d603e85df23d7f0ed74b
Theft,11/02/12. 03:48 PM.,100 BLOCK OF E GISH RD SAN JOSE,37.362804,-121.907644,https://spotcrime.com/mobile/crime/?34639344-820e20c5ee543d0c3977d5606aad7887
Theft,11/02/12. 11:37 PM.,CAHALAN AV AND SANTA SAN JOSE,37.2433014,-121.8491789,https://spotcrime.com/mobile/crime/?34639330-3804ce1f7924a24e5b308ceb29000cd1
Theft,11/02/12. 01:07 PM.,BLOSSOM HILL RD AND SAN JOSE,37.2503625,-121.869668,https://spotcrime.com/mobile/crime/?34639329-988262be5762c9fc712075f291cc0238
Theft,11/02/12. 04:54 PM.,400 BLOCK OF N CAPITOL AV SAN JOSE,37.3720143,-121.8447594,https://spotcrime.com/mobile/crime/?34639310-1214a0dbb8c4a482f6ddefc909e459d9
Theft,11/02/12. 07:54 PM.,3100 BLOCK OF SILVER CR SAN JOSE,37.3084515,-121.8118802,https://spotcrime.com/mobile/crime/?34639306-8aaeda3e43ebcb3936161b326078ccb4
Theft,11/02/12. 08:53 PM.,3100 BLOCK OF MONTEREY RD SAN JOSE,37.2875176,-121.8449858,https://spotcrime.com/mobile/crime/?34639304-af596ca521af2cab7c95468999ed2190
Theft,11/02/12. 04:31 AM.,2400 BLOCK OF ALVIN AV SAN JOSE,37.3195079,-121.8279042,https://spotcrime.com/mobile/crime/?34639297-65c342defe5b967eccf8ef7909e0235d
Theft,11/02/12. 05:21 PM.,2300 BLOCK OF MCKEE RD SAN JOSE,37.3652419,-121.8500111,https://spotcrime.com/mobile/crime/?34639295-360e05e322d4d86ca7880ca5bb432a49
Theft,11/02/12. 09:18 AM.,1300 BLOCK OF NANCARROW WY SAN JOSE,37.2252976,-121.8815882,https://spotcrime.com/mobile/crime/?34639280-95b72a1fc75213115cd9cda75c809696
Theft,11/02/12. 09:58 PM.,100 BLOCK OF BRANHAM LN SAN JOSE,37.2660567,-121.8336979,https://spotcrime.com/mobile/crime/?34639272-2fe4396f981a10590bf0bc00d526ecba
Theft,11/02/12. 05:26 PM.,100 BLOCK OF BRANHAM LN SAN JOSE,37.2660567,-121.8336979,https://spotcrime.com/mobile/crime/?34639271-15dfad8e05f159e6891e992cdac05d15
Assault,11/02/12. 07:49 AM.,2100 BLOCK OF COMMODORE DR SAN JOSE,37.3777931,-121.8625587,https://spotcrime.com/mobile/crime/?34638970-c53124c72f56dad89a9e199c27e684ca
Assault,11/02/12. 08:48 AM.,5000 BLOCK OF EDENVIEW DR SAN JOSE,37.267293,-121.811495,https://spotcrime.com/mobile/crime/?34638942-6e7fa1d9e75684accfd11f77ba0958b2
Robbery,11/02/12. 08:32 PM.,3200 BLOCK OF S WHITE RD SAN JOSE,37.3153993,-121.7923679,https://spotcrime.com/mobile/crime/?34638924-ebff2f8238decace94ecdf47d0f13323
Arrest,11/02/12. 02:10 AM.,VIRGO LN AND CEDRO ST SAN JOSE,37.2877929,-121.8323667,https://spotcrime.com/mobile/crime/?34638887-b811219b94b27f56548c80c1d7a39f07
Arrest,11/02/12. 04:51 PM.,TULLY RD AND S KING RD SAN JOSE,37.3224278,-121.825948,https://spotcrime.com/mobile/crime/?34638886-df4da53457fe53c56fe470e52903540f
Arrest,11/02/12. 11:15 AM.,CAMDEN AV AND UNION AV SAN JOSE,37.2618244,-121.9314007,https://spotcrime.com/mobile/crime/?34638882-4d0d98410d4f0a7fe5caa2775c5b6ee2
Arrest,11/02/12. 06:55 PM.,2400 BLOCK OF STORY RD SAN JOSE,37.3475855,-121.8316256,https://spotcrime.com/mobile/crime/?34638872-b09a2ce83406e4c22c013256dfb1daf8
Arrest,11/02/12. 03:43 PM.,1500 BLOCK OF BRANHAM LN SAN JOSE,37.2567624,-121.8954371,https://spotcrime.com/mobile/crime/?34638862-e3c83cec6590c2c6fa6372a423ee4bbb
Arrest,11/02/12. 07:59 PM.,ST JAMES PARK SAN JOSE,37.339085,-121.8914807,https://spotcrime.com/mobile/crime/?34638854-4f259c99b4d28b94a202640089f08de7
Theft,11/02/12. 04:08 PM.,2900 BLOCK OF MERIDIAN AV SAN JOSE,37.2725271,-121.9069594,https://spotcrime.com/mobile/crime/?34638780-671e777018b95278649ca49cf49a50be
Theft,11/02/12. 12:35 PM.,300 BLOCK OF BIRD AV SAN JOSE,37.3246388,-121.9003353,https://spotcrime.com/mobile/crime/?34638777-d74658c9acab2aaf5e7b4b0164b5c1db
Theft,11/02/12. 03:34 PM.,1400 BLOCK OF S WHITE RD SAN JOSE,37.3513633,-121.8147663,https://spotcrime.com/mobile/crime/?34638773-dac5845217e369c549be65051d54bdfe
Assault,11/02/12. 10:37 PM.,3100 BLOCK OF CORBY DR SAN JOSE,37.3160415,-121.7853363,https://spotcrime.com/mobile/crime/?34638771-12e826253d3a85c5b8cafd1126ba61bc
Arrest,11/02/12. 09:47 PM.,1300 BLOCK OF W SAN CAR SAN JOSE,37.3660926,-121.9243979,https://spotcrime.com/mobile/crime/?34638744-8f7aee20b01758d3f8ddbfce8c88c94c
Arrest,11/02/12. 08:30 PM.,100 BLOCK OF AZUCAR AV SAN JOSE,37.2615642,-121.8078368,https://spotcrime.com/mobile/crime/?34638743-99660de6f603603d983f9da0d666a9fc
Assault,11/02/12. 10:00 PM.,800 BLOCK OF COLEMAN AV SAN JOSE,37.3442908,-121.9129594,https://spotcrime.com/mobile/crime/?34638740-98554f39e50511baf7fc6801d51f6850
Assault,11/02/12. 12:22 AM.,200 BLOCK OF CLEAVES AV SAN JOSE,37.3262456,-121.9072865,https://spotcrime.com/mobile/crime/?34638026-0d427e40003ccbcc82b8fa92331b1bff
Assault,11/02/12. 11:15 PM.,1600 BLOCK OF CAMARENA PL SAN JOSE,37.3102807,-121.818957,https://spotcrime.com/mobile/crime/?34638024-d8d6bf1b5e547b73abcb993c8cf242e4
Assault,11/02/12. 10:36 PM.,100 BLOCK OF PALM VALLE SAN JOSE,37.1819237,-121.7088609,https://spotcrime.com/mobile/crime/?34638015-efcbd4e09710a482065ba80e5837eb10
Theft,11/02/12. 05:18 PM.,COLEMAN RD AND WINFI SAN JOSE,37.2429568,-121.8690352,https://spotcrime.com/mobile/crime/?34638010-1992d41738ec3153a2748d1af06e983d
Theft,11/02/12. 09:40 PM.,1700 BLOCK OF S WHITE RD SAN JOSE,37.3460784,-121.8099679,https://spotcrime.com/mobile/crime/?34637992-728f22edbaa128b31b2a2d4f36b38ba8
Theft,11/02/12. 09:51 PM.,1600 BLOCK OF GOLD ST SAN JOSE,37.4251865,-121.9760799,https://spotcrime.com/mobile/crime/?34637987-855475eee787924a855abeb695620bd4
Burglary,11/02/12. 04:30 PM.,900 BLOCK OF FELIPE AV SAN JOSE,37.3373216,-121.851752,https://spotcrime.com/mobile/crime/?34637980-0ca77196e53c22ef321792d3dabae059
Burglary,11/02/12. 02:25 AM.,6100 BLOCK OF SANTA TER SAN JOSE,37.3438629,-121.8743542,https://spotcrime.com/mobile/crime/?34637974-5b7b19db49d3fda686a0e253350a8cfe
Burglary,11/02/12. 06:16 AM.,5700 BLOCK OF CAMDEN AV SAN JOSE,37.2330972,-121.9035034,https://spotcrime.com/mobile/crime/?34637966-fe154c74eb0f2b0015f671a5ed491756
Burglary,11/02/12. 11:06 AM.,5300 BLOCK OF MERIDIAN AV SAN JOSE,37.247822,-121.893331,https://spotcrime.com/mobile/crime/?34637963-43b559c045b87f161f83447636ad2da9
Burglary,11/02/12. 03:18 PM.,5000 BLOCK OF PAGE MILL DR SAN JOSE,37.267159,-121.810595,https://spotcrime.com/mobile/crime/?34637962-bdfc8fc749cba391ac4f8909d86c45a7
Burglary,11/02/12. 10:01 AM.,500 BLOCK OF S 10TH ST SAN JOSE,37.3330939,-121.8753484,https://spotcrime.com/mobile/crime/?34637960-f7f3009b489df5ffbaad65deacdb741d
Burglary,11/02/12. 06:33 AM.,400 BLOCK OF MERIDIAN AV SAN JOSE,37.3207635,-121.9137216,https://spotcrime.com/mobile/crime/?34637953-73586b9a5958856114dcd1ca7c52c2b7
